term,n_words,freq,doc_freq,PMI,LRent,in_reference,status
指数 的 基金,3,3,3,5.852,7.453,False,new
变革 的 世界,3,3,2,5.852,7.95,False,new
组织 是 首,3,4,4,5.851,6.467,False,new
加强 国 家,3,5,4,5.85,9.466,False,new
发展 要 坚持,3,3,3,5.849,9.874,False,new
市场 不 断,3,3,3,5.849,9.925,False,new
上 有 种,3,3,3,5.848,11.242,False,new
想 要 不,3,3,2,5.847,9.165,False,new
方面 的 意见,3,4,2,5.846,6.906,False,new
出 了 问题,3,6,6,5.845,8.519,False,new
不 会 做,3,4,4,5.845,10.143,False,new
着 的 马克思主义,3,3,3,5.845,8.426,False,new
想到 的 是,3,12,11,5.844,8.512,False,new
大 的 马克思主义,3,9,7,5.843,7.758,False,new
出现 的 占,3,3,3,5.843,8.423,False,new
为 全国 人民,3,3,2,5.843,10.264,False,new
新 的 典型,3,6,6,5.842,7.794,False,new
会 更 大,3,5,4,5.841,9.353,False,new
国 家 支持,3,5,4,5.841,9.014,False,new
自然 的 关系,3,3,3,5.841,7.526,False,new
世界 上 有,3,8,8,5.84,10.852,False,new
她 的 作品,3,5,2,5.84,7.064,False,new
活动 和 文化,3,4,4,5.839,9.977,False,new
是 坚持 党,3,4,3,5.837,7.887,False,new
当中 的 个,3,3,3,5.837,8.348,False,new
美国 的 外交,3,3,3,5.837,7.585,False,new
发展 理念 不,3,3,3,5.836,10.045,False,new
正 的 政治,3,6,5,5.835,9.568,False,new
来 中 美,3,4,4,5.835,8.92,False,new
为 全球 最,3,4,4,5.835,9.76,False,new
国 人民 国,3,4,4,5.834,5.994,False,new
么 会 不,3,4,4,5.834,7.496,False,new
是 在 香蕉,3,4,4,5.834,8.21,False,new
现代化 的 重要,3,9,6,5.833,7.215,False,new
发展 的 阶段性,3,3,3,5.833,8.378,False,new
机构 和 企业,3,3,3,5.833,9.804,False,new
来 自 多,3,5,5,5.832,9.582,False,new
我 的 电影,3,9,3,5.83,7.374,False,new
他们 的 商业,3,3,3,5.83,7.916,False,new
他们 的 竞争,3,3,3,5.83,7.158,False,new
是 中国 再次,3,3,3,5.829,9.796,False,new
方面 的 优势,3,6,6,5.828,7.632,False,new
来 看 我,3,4,4,5.828,9.807,False,new
年 后 我们,3,3,3,5.828,9.192,False,new
发 的 首,3,3,3,5.827,5.675,False,new
出 更 大,3,3,3,5.826,9.995,False,new
不 超过 个,3,3,3,5.826,11.367,False,new
们 都 是,3,3,3,5.826,10.848,False,new
有 更 高,3,5,5,5.825,8.727,False,new
来 发展 应,3,4,4,5.825,8.526,False,new
中国 人民 服务,3,3,3,5.824,9.049,False,new
还 在 走,3,3,3,5.824,8.444,False,new
挑战 这 不,3,3,3,5.824,8.993,False,new
是 首 个,3,9,9,5.823,10.753,False,new
同 大 家,3,7,7,5.821,9.044,False,new
不 会 成为,3,5,5,5.821,11.329,False,new
程序 不 是,3,3,3,5.821,10.161,False,new
最高 的 产品,3,3,3,5.82,8.672,False,new
文件 的 国,3,8,8,5.819,4.988,False,new
是 看 着,3,4,3,5.818,11.246,False,new
同 的 业绩,3,3,3,5.818,6.715,False,new
中国 国际 经济,3,4,2,5.817,9.314,False,new
目标 的 关键,3,3,2,5.816,7.862,False,new
党 多 年,3,3,3,5.815,8.102,False,new
来 更 多,3,19,17,5.814,9.582,False,new
就 是 一个,3,13,13,5.814,11.12,False,new
坚定 的 历史,3,5,5,5.814,8.011,False,new
都 是 人类,3,3,3,5.814,9.808,False,new
大 的 品类,3,3,3,5.812,7.15,False,new
工作 特别 是,3,3,3,5.812,12.203,False,new
策略 的 产品,3,3,3,5.811,8.17,False,new
为 国 家,3,34,29,5.81,11.722,False,new
来 各地 不,3,3,3,5.81,9.757,False,new
国 家 制度,3,4,2,5.808,7.902,False,new
进行 了 全面,3,3,3,5.807,9.821,False,new
美国 的 战争,3,3,3,5.806,7.568,False,new
上 却 是,3,4,4,5.805,12.485,False,new
实现 更 大,3,3,3,5.805,9.452,False,new
相关 的 法律,3,4,3,5.804,9.162,False,new
表示 这 个,3,3,3,5.804,11.001,False,new
我 的 荣耀,3,3,3,5.804,6.347,False,new
是 最 好,3,11,8,5.803,9.935,False,new
有 不 小,3,5,5,5.802,9.987,False,new
是 包括 美国,3,3,3,5.802,10.587,False,new
有 了 一定,3,4,4,5.801,8.723,False,new
我们 不 断,3,4,4,5.801,8.213,False,new
未 来 市场,3,4,3,5.799,9.515,False,new
个 国 地,3,3,3,5.799,10.16,False,new
最 多 元,3,3,3,5.798,7.996,False,new
时间 并 不,3,4,4,5.797,9.398,False,new
不 过 到,3,6,4,5.796,12.003,False,new
创新 企业 家,3,4,4,5.795,10.793,False,new
广东 的 工作,3,3,3,5.795,7.152,False,new
为 就 政府,3,3,3,5.794,10.723,False,new
产品 的 收益,3,3,3,5.794,8.238,False,new
我们 在 实践,3,3,3,5.793,7.334,False,new
不 能 实现,3,5,5,5.791,10.899,False,new
党 的 群众,3,12,9,5.788,8.56,False,new
更 多 社会,3,4,2,5.787,10.001,False,new
曾 在 美国,3,3,3,5.787,9.723,False,new
提出 了 下,3,3,3,5.787,8.41,False,new
有 个 很,3,3,3,5.787,9.464,False,new
安全 和 重要,3,4,2,5.786,9.108,False,new
经济 发展 国际,3,3,2,5.786,9.701,False,new
不 是 鸡,3,8,4,5.785,9.099,False,new
规模 的 人工智能,3,3,3,5.785,8.597,False,new
目 的 国,3,3,3,5.783,3.886,False,new
要求 我 不,3,3,3,5.782,9.48,False,new
仅 是 一个,3,3,3,5.781,8.314,False,new
相关 在 成为,3,3,3,5.781,10.554,False,new
来 看 美国,3,3,3,5.781,10.04,False,new
创造 了 中国,3,4,4,5.78,9.813,False,new
中 的 宗,3,3,3,5.78,8.058,False,new
方面 的 规划,3,6,6,5.779,8.474,False,new
就 是 位,3,5,5,5.777,10.105,False,new
上 的 主流,3,4,4,5.777,9.171,False,new
思想 这 是,3,5,5,5.776,10.012,False,new
他 的 整个,3,5,4,5.776,7.376,False,new
中国 加强 多,3,4,4,5.776,9.363,False,new
很 好 不,3,4,4,5.776,9.858,False,new
中国 就 没有,3,3,3,5.775,10.196,False,new
就 没有 中国,3,3,3,5.775,10.834,False,new
关注 的 天,3,3,3,5.775,8.403,False,new
是 最 大,3,21,17,5.774,10.204,False,new
保护 和 高,3,4,2,5.774,7.642,False,new
不 同 文化,3,3,3,5.772,10.576,False,new
进入 了 我们,3,3,3,5.772,10.281,False,new
年轻 的 公司,3,3,3,5.771,8.974,False,new
大 的 合资,3,3,2,5.771,6.657,False,new
更 多 大,3,9,9,5.77,10.015,False,new
是 一个 很,3,5,5,5.77,9.347,False,new
问题 也 就,3,4,4,5.77,9.51,False,new
政府 的 指导,3,3,3,5.77,8.271,False,new
这 是 因为,3,6,6,5.769,8.817,False,new
共建 的 重要,3,3,3,5.769,8.072,False,new
我们 更 好,3,3,3,5.768,8.16,False,new
我 在 参加,3,3,3,5.768,7.909,False,new
不 接受 不,3,6,4,5.767,10.918,False,new
新区 的 建设,3,6,6,5.766,5.34,False,new
党 的 基层,3,5,5,5.766,7.734,False,new
这样 的 基金,3,3,3,5.766,8.293,False,new
中 的 苹果,3,4,4,5.765,9.057,False,new
家 人 用,3,4,3,5.759,9.092,False,new
党 的 政治,3,15,11,5.758,8.964,False,new
既 是 新,3,3,3,5.757,7.565,False,new
为 中国 人民,3,14,12,5.756,10.264,False,new
创新 和 产业,3,3,3,5.756,9.297,False,new
公司 中 最,3,3,3,5.756,8.929,False,new
美国 只 是,3,3,3,5.756,10.793,False,new
来 国 关系,3,4,4,5.755,8.538,False,new
方面 在 首,3,3,3,5.755,7.173,False,new
多 国 家,3,18,18,5.754,10.44,False,new
是 一个 好,3,9,5,5.754,9.935,False,new
更 高 更,3,3,3,5.754,8.929,False,new
美国 的 角度,3,3,3,5.754,6.827,False,new
我 不 认为,3,3,3,5.752,6.254,False,new
包括 了 建设,3,3,3,5.751,7.708,False,new
全国 的 观众,3,3,3,5.751,8.503,False,new
工具 的 市场,3,3,3,5.75,8.468,False,new
党 的 团结,3,6,3,5.749,7.216,False,new
也 坚持 多,3,3,3,5.749,9.835,False,new
要 以 城市,3,3,3,5.748,9.034,False,new
共享 的 社会,3,3,2,5.748,8.446,False,new
看 对 国,3,3,3,5.747,5.566,False,new
服务 的 根本,3,4,4,5.746,8.637,False,new
也 就 是,3,31,28,5.745,11.565,False,new
来 说 这,3,13,13,5.744,8.563,False,new
2021年 的 销量,3,3,3,5.744,7.718,False,new
历史 和 文化,3,4,4,5.741,9.05,False,new
中国 方案 不,3,4,4,5.739,9.539,False,new
公司 不 同,3,3,3,5.739,9.84,False,new
不 同 公司,3,3,3,5.739,11.251,False,new
是 对 传统,3,6,6,5.736,9.483,False,new
在内 的 个,3,4,4,5.736,9.707,False,new
加强 和 创新,3,3,2,5.735,8.056,False,new
中国 人民 最,3,4,4,5.733,8.6,False,new
习近平 来 到,3,5,5,5.732,8.978,False,new
我们 来 看,3,4,4,5.73,6.697,False,new
自己 的 力量,3,8,8,5.729,7.928,False,new
文化 的 多样性,3,4,4,5.729,7.988,False,new
我们 有 一个,3,4,4,5.728,9.494,False,new
举行 这 是,3,4,3,5.727,11.598,False,new
主动 在 新,3,3,3,5.727,8.057,False,new
美好 的 世界,3,5,4,5.726,7.596,False,new
开展 以 来,3,4,4,5.726,9.367,False,new
强调 的 加快,3,3,3,5.726,7.737,False,new
自己 的 成长,3,3,3,5.726,8.414,False,new
面临 的 问题,3,7,6,5.725,8.072,False,new
进入 了 新,3,5,4,5.725,9.578,False,new
都 不 得,3,3,3,5.725,10.112,False,new
我们 的 东西,3,3,3,5.724,6.214,False,new
政府 和 企业,3,5,5,5.723,10.027,False,new
出 的 具体,3,4,4,5.723,9.177,False,new
也 会 有,3,8,8,5.722,11.039,False,new
这 就 让,3,3,3,5.722,8.698,False,new
发展 和 新型,3,3,2,5.722,8.36,False,new
做 中国 人,3,3,2,5.721,10.147,False,new
党 的 全面,3,24,13,5.72,8.037,False,new
我们 在 开放,3,4,4,5.72,7.139,False,new
保护 的 过程,3,5,5,5.719,6.141,False,new
分别 为 是,3,5,5,5.718,10.925,False,new
支持 等 多,3,3,3,5.718,9.31,False,new
优秀 的 产品,3,3,3,5.717,8.542,False,new
价 为 元,3,4,4,5.716,7.949,False,new
目前 在 全球,3,3,3,5.716,8.107,False,new
关系 在 国际,3,4,4,5.715,8.906,False,new
党 体系 是,3,3,3,5.715,10.586,False,new
大 家 可以,3,6,6,5.713,10.036,False,new
公司 的 成长,3,4,3,5.713,8.441,False,new
力量 的 积极,3,4,4,5.712,8.455,False,new
就 是 这个,3,4,4,5.712,10.5,False,new
前 国 家,3,5,5,5.711,10.885,False,new
经济 制度 是,3,4,3,5.711,11.387,False,new
人 的 自觉,3,3,2,5.711,8.478,False,new
美国 的 产业链,3,3,3,5.711,7.323,False,new
认为 国 家,3,3,2,5.71,10.74,False,new
中 这 位,3,3,3,5.71,11.241,False,new
是 我们 代表,3,3,3,5.71,9.685,False,new
更 是 种,3,6,6,5.709,10.426,False,new
工作 重点 是,3,3,3,5.709,12.203,False,new
为 人工智能 发展,3,3,3,5.709,10.511,False,new
不 要 再,3,4,4,5.708,10.731,False,new
贸易 的 就业,3,3,3,5.708,7.94,False,new
未 来 中国,3,12,10,5.707,10.437,False,new
我们 要 有,3,7,7,5.707,9.557,False,new
年 的 培育,3,7,7,5.706,7.821,False,new
机制 发展 为,3,4,4,5.706,10.99,False,new
来 看 元,3,3,2,5.705,7.593,False,new
看 来 元,3,3,2,5.705,7.049,False,new
国 家 合作,3,9,8,5.704,8.223,False,new
事业 也 是,3,4,4,5.704,10.558,False,new
我们 都 要,3,3,3,5.704,9.328,False,new
重要 的 作用,3,8,8,5.701,5.123,False,new
上 新 时代,3,3,3,5.701,9.857,False,new
是 中国 恢复,3,3,3,5.699,9.178,False,new
想 不 到,3,3,3,5.699,10.251,False,new
我们 的 回答,3,3,3,5.697,6.672,False,new
关系 的 基本,3,5,5,5.696,8.369,False,new
关系 的 第三,3,4,4,5.695,7.183,False,new
中国 多 地,3,6,6,5.694,10.32,False,new
国 家 历史,3,5,5,5.694,9.142,False,new
中 关系 发展,3,4,4,5.693,11.103,False,new
也 要 成为,3,3,3,5.693,10.422,False,new
参加 了 多,3,3,3,5.693,9.568,False,new
就 是 我们,3,17,17,5.692,10.291,False,new
这 对 我,3,9,9,5.692,8.748,False,new
也 是 这样,3,4,4,5.692,7.06,False,new
过 也 有,3,3,3,5.691,10.692,False,new
上 实现 个,3,3,3,5.69,11.38,False,new
我们 在 现场,3,3,3,5.689,7.556,False,new
内 都 是,3,3,3,5.689,11.019,False,new
有力 的 技术,3,3,3,5.689,7.811,False,new
会议 以 来,3,3,3,5.687,7.929,False,new
中 了 解,3,3,3,5.687,9.285,False,new
成立 的 基金,3,3,3,5.687,8.827,False,new
发展 不 断,3,7,7,5.686,9.729,False,new
就 是 共,3,3,3,5.686,9.382,False,new
来 尤其 是,3,3,3,5.684,11.312,False,new
既 不 是,3,7,6,5.682,9.685,False,new
重要 的 意义,3,4,4,5.682,5.734,False,new
中国 经济 社会,3,4,4,5.682,9.426,False,new
家 要 共同,3,3,3,5.682,8.454,False,new
是 美国 仅,3,3,3,5.682,9.701,False,new
有 很 多,3,3,3,5.682,10.245,False,new
中国 国 家,3,28,21,5.681,10.563,False,new
我们 目前 不,3,3,3,5.681,8.529,False,new
就 是 要,3,19,16,5.68,10.954,False,new
是 新 时代,3,10,7,5.68,9.23,False,new
说 更 多,3,4,4,5.679,10.128,False,new
一个 未 来,3,3,3,5.679,8.652,False,new
不 知道 是,3,3,3,5.679,12.472,False,new
这 是 目前,3,7,7,5.678,7.481,False,new
他们 并 不,3,3,3,5.678,8.705,False,new
目标 就 是,3,3,3,5.677,10.399,False,new
社区 的 支持,3,4,4,5.676,8.792,False,new
品种 的 保护,3,4,4,5.674,8.297,False,new
我们 的 图片,3,4,4,5.674,6.283,False,new
来 我们 可以,3,4,4,5.674,10.128,False,new
下 多 个,3,4,4,5.673,10.518,False,new
不 是 基于,3,3,3,5.673,10.154,False,new
是 今年 党,3,3,3,5.67,7.887,False,new
国 与 国,3,10,7,5.669,5.994,False,new
自己 的 孩子,3,3,3,5.669,8.29,False,new
人 未 来,3,5,5,5.668,9.488,False,new
有 更 好,3,5,5,5.666,10.052,False,new
不 与 此,3,3,3,5.666,9.75,False,new
之间 的 该,3,3,3,5.666,9.588,False,new
也 在 一定,3,5,4,5.665,8.313,False,new
不 同 国,3,7,7,5.664,7.271,False,new
是 把 好,3,5,3,5.664,9.935,False,new
活动 和 全国,3,3,3,5.664,10.169,False,new
国 家 工作,3,11,7,5.663,8.714,False,new
成为 了 一个,3,5,2,5.663,10.514,False,new
起 国 家,3,5,2,5.663,11.376,False,new
也 有 很,3,4,4,5.663,9.054,False,new
来 了 巨大,3,3,3,5.663,7.725,False,new
是 不 一样,3,5,5,5.662,7.917,False,new
都 是 她,3,3,3,5.661,10.367,False,new
不 是 件,3,6,6,5.66,9.29,False,new
作出 的 重要,3,5,4,5.659,8.86,False,new
支持 国 家,3,4,4,5.659,10.509,False,new
关系 的 过程,3,4,4,5.659,5.844,False,new
时代 国 家,3,4,3,5.658,9.29,False,new
实现 了 可,3,3,3,5.658,9.102,False,new
时间 以 来,3,4,3,5.657,8.85,False,new
上 的 考验,3,3,3,5.657,8.046,False,new
下 对 美国,3,3,3,5.657,10.352,False,new
该 国 家,3,3,3,5.657,9.424,False,new
发布 了 个,3,5,5,5.655,10.753,False,new
是 提升 城市,3,3,3,5.655,9.931,False,new
他 的 追求,3,3,3,5.654,6.655,False,new
成 了 新,3,4,4,5.652,9.018,False,new
也 是 当地,3,4,4,5.652,9.02,False,new
有 的 受访者,3,5,3,5.65,8.064,False,new
政府 要 为,3,3,3,5.649,11.09,False,new
各 有 不,3,5,5,5.648,9.422,False,new
发展 的 步伐,3,3,3,5.648,7.089,False,new
党 的 创新,3,26,15,5.646,8.645,False,new
共产党 在 新,3,3,3,5.646,4.98,False,new
方面 国 家,3,4,4,5.645,10.55,False,new
直接 的 关系,3,3,2,5.645,8.231,False,new
大 的 股东,3,3,3,5.644,7.863,False,new
他 又 是,3,3,3,5.644,9.757,False,new
来 在 共建,3,4,4,5.643,6.65,False,new
系统 的 地方,3,4,4,5.643,9.061,False,new
也 是 非常,3,5,5,5.642,9.596,False,new
提供 了 最,3,4,4,5.642,9.455,False,new
来 的 运作,3,3,3,5.641,7.424,False,new
再 也 不,3,6,6,5.64,8.985,False,new
也 不 能,3,16,14,5.639,10.708,False,new
中 的 重要性,3,3,3,5.637,8.138,False,new
也 起 到,3,3,3,5.634,11.096,False,new
领域 的 专,3,4,4,5.633,5.016,False,new
最高 的 城市,3,4,3,5.631,8.763,False,new
天 也 不,3,4,2,5.631,8.865,False,new
不 同 城市,3,3,3,5.631,10.545,False,new
年度 在 中国,3,4,4,5.63,9.558,False,new
项目 的 开发,3,4,4,5.63,9.285,False,new
很 大 有,3,3,3,5.63,10.886,False,new
自己 的 德国,3,3,3,5.63,9.057,False,new
北京 来 到,3,3,3,5.63,9.495,False,new
来 看 这,3,6,6,5.628,8.563,False,new
个 方面 是,3,7,7,5.625,10.934,False,new
中 的 人均,3,4,4,5.624,8.831,False,new
发展 等 方面,3,4,4,5.623,8.546,False,new
学校 的 名,3,4,4,5.623,8.724,False,new
不 是 什,3,4,4,5.622,5.856,False,new
WTO 的 问题,3,3,3,5.622,6.657,False,new
发挥 的 积极,3,3,3,5.622,8.192,False,new
有 多 大,3,11,10,5.618,10.321,False,new
城市 建设 不,3,6,6,5.617,9.887,False,new
美 更 是,3,3,3,5.617,9.939,False,new
经济 和 政治,3,3,3,5.617,9.765,False,new
活动 的 鼓励,3,3,3,5.617,9.522,False,new
强 的 战略,3,3,3,5.617,8.422,False,new
未 来 合作,3,3,2,5.617,8.339,False,new
大 保护 不,3,6,6,5.616,9.665,False,new
因为 这 是,3,5,5,5.615,9.283,False,new
是 特别 大,3,4,4,5.615,10.204,False,new
年 多 来,3,14,13,5.614,8.507,False,new
工作 的 强大,3,4,4,5.613,8.263,False,new
选择 了 中国,3,5,5,5.612,10.215,False,new
经济 的 转型,3,6,6,5.611,7.993,False,new
公司 的 快速,3,3,3,5.611,8.705,False,new
目标 是 到,3,4,4,5.608,9.931,False,new
年 前 中国,3,3,3,5.608,9.735,False,new
更 多 元,3,4,4,5.607,7.949,False,new
是 一个 持续,3,4,4,5.607,10.006,False,new
说 年 国,3,3,3,5.607,6.656,False,new
现代化 是 中国,3,6,6,5.606,8.491,False,new
中国 在 临床,3,3,3,5.606,7.486,False,new
就 是 人民,3,10,5,5.605,9.721,False,new
人民 就 是,3,10,5,5.605,10.965,False,new
来 我们 党,3,5,4,5.605,7.341,False,new
是 被 提升,3,3,3,5.605,10.024,False,new
举行 的 中央,3,3,3,5.605,9.3,False,new
么 能 不,3,3,3,5.604,7.496,False,new
震撼 的 不,3,3,3,5.604,7.231,False,new
上 的 观点,3,3,3,5.604,8.869,False,new
辆 的 目标,3,3,3,5.603,8.375,False,new
我 有 一个,3,3,3,5.603,9.375,False,new
建设 更 多,3,4,4,5.602,9.854,False,new
次 不 同,3,3,3,5.6,8.222,False,new
大 优势 是,3,3,3,5.6,11.22,False,new
是 现代 家,3,4,4,5.599,11.327,False,new
强 的 保护,3,4,4,5.599,8.6,False,new
领域 的 青年,3,4,4,5.598,9.552,False,new
都 不 会,3,7,7,5.597,10.955,False,new
地区 的 余,3,5,5,5.596,7.891,False,new
伟大 的 历史,3,4,4,5.596,6.938,False,new
这 是 基本,3,4,4,5.596,8.029,False,new
共产党 是 中国,3,3,3,5.595,6.225,False,new
大 家 认为,3,3,3,5.595,7.51,False,new
还 多 到,3,3,3,5.595,11.208,False,new
给 了 他,3,5,5,5.594,10.02,False,new
提出 的 目标,3,4,4,5.594,8.109,False,new
为 中心 到,3,3,3,5.593,11.783,False,new
人民 的 队伍,3,3,3,5.592,7.314,False,new
是 加强 高,3,3,3,5.592,8.61,False,new
这 并 不,3,16,16,5.59,8.699,False,new
国 家 会,3,8,7,5.589,10.0,False,new
是 想 要,3,3,3,5.588,11.103,False,new
好 不 好,3,6,6,5.585,8.76,False,new
有 人 说,3,4,4,5.583,7.854,False,new
国 家 共同,3,3,3,5.583,9.231,False,new
国 家 新,3,18,15,5.582,9.075,False,new
本 也 是,3,3,3,5.581,10.774,False,new
起 来 到,3,5,5,5.58,11.438,False,new
政府 和 市场,3,4,3,5.577,9.45,False,new
家 和 民族,3,4,2,5.576,7.291,False,new
么 会 是,3,4,4,5.575,9.051,False,new
制度 和 国,3,6,2,5.573,6.385,False,new
我们 的 日常,3,4,4,5.573,6.411,False,new
个 不 同,3,6,6,5.572,9.352,False,new
市场 的 通道,3,3,3,5.572,8.473,False,new
岁 的 他,3,9,8,5.571,9.391,False,new
也 有 政府,3,3,3,5.571,10.036,False,new
拍摄 的 这,3,8,4,5.57,8.414,False,new
是 以 习近平,3,7,6,5.57,7.682,False,new
建设 在 人工智能,3,3,3,5.57,8.971,False,new
看 会 不,3,3,3,5.57,9.214,False,new
这 在 一定,3,4,4,5.568,7.001,False,new
发展 越 来,3,4,4,5.564,9.497,False,new
走 在 最,3,3,3,5.564,8.876,False,new
起 来 他,3,3,3,5.563,10.492,False,new
看 能 不,3,3,3,5.563,9.214,False,new
这 是 国内,3,4,4,5.562,8.301,False,new
他 的 作品,3,14,4,5.561,7.149,False,new
下 都 不,3,7,7,5.561,10.069,False,new
是 站 不,3,4,4,5.561,10.304,False,new
问题 中国 能,3,3,3,5.561,10.63,False,new
问题 的 决定,3,7,4,5.56,9.14,False,new
大 公司 也,3,4,4,5.56,9.622,False,new
中国 有 能力,3,3,2,5.56,7.792,False,new
为 了 现实,3,3,3,5.559,9.219,False,new
中国 将 坚持,3,3,2,5.559,9.368,False,new
问题 的 坚定,3,6,5,5.558,8.396,False,new
看 的 原因,3,3,3,5.558,7.132,False,new
年 和 近,3,3,3,5.556,8.241,False,new
方面 也 有,3,3,3,5.555,10.554,False,new
人 都 是,3,13,13,5.554,11.59,False,new
来 我们 要,3,10,10,5.553,10.557,False,new
约 在 年,3,3,3,5.553,8.889,False,new
来 了 很多,3,6,6,5.552,9.35,False,new
保护 大 家,3,4,4,5.552,10.359,False,new
技术 为 企业,3,3,3,5.552,10.418,False,new
方面 的 法律,3,4,4,5.55,8.545,False,new
体系 是 一个,3,3,3,5.548,10.497,False,new
年 在 保持,3,3,3,5.548,8.572,False,new
坚持 和 发展,3,11,10,5.547,8.193,False,new
中 看 到,3,3,3,5.547,12.376,False,new
有 了 受,3,3,3,5.547,9.6,False,new
不 及 美国,3,3,3,5.547,11.201,False,new
信息 就 是,3,3,3,5.546,11.292,False,new
样 的 发展,3,3,3,5.546,5.023,False,new
自我 的 一个,3,4,4,5.544,9.43,False,new
么 说 是,3,4,4,5.544,9.051,False,new
说 多 年,3,3,3,5.544,9.374,False,new
政府 的 监管,3,3,3,5.54,7.883,False,new
让 中国 人,3,4,4,5.538,8.484,False,new
未 来 更,3,5,5,5.537,8.572,False,new
家 是 否,3,4,4,5.537,8.098,False,new
同比 的 正,3,3,2,5.537,6.178,False,new
不 会 有,3,14,14,5.536,11.946,False,new
上 表示 这,3,3,3,5.534,9.736,False,new
问题 我们 有,3,3,3,5.534,10.961,False,new
是 要 建立,3,3,3,5.533,9.904,False,new
数据 的 分析,3,3,3,5.533,8.254,False,new
世界 不 同,3,3,2,5.531,9.796,False,new
上 的 香蕉,3,4,4,5.53,8.838,False,new
种 与 家,3,4,4,5.53,8.1,False,new
中心 国 家,3,3,3,5.529,10.593,False,new
更 多 国,3,6,6,5.528,6.467,False,new
是 全球 最,3,6,6,5.528,9.365,False,new
经济 和 社会,3,8,7,5.527,9.719,False,new
学生 和 家,3,4,3,5.526,10.217,False,new
国 家 提升,3,3,2,5.526,9.361,False,new
主要 有 是,3,6,5,5.525,10.713,False,new
已经 来 到,3,3,3,5.524,11.231,False,new
问题 不 能,3,5,5,5.523,10.63,False,new
这 年 我们,3,5,4,5.521,8.836,False,new
家 人 未,3,4,4,5.52,6.445,False,new
