term,n_tokens,frequency,found
音节文字,1,0,False
音训,1,0,False
音讯,1,0,False
音译,1,0,False
音诗,1,0,False
音读,1,0,False
音调,1,0,False
音质,1,0,False
音速,1,0,False
音量,1,0,False
音长,1,0,False
音问,1,0,False
音阶,1,0,False
音障,1,0,False
音韵,1,0,False
音韵学,1,0,False
音频,1,0,False
音频放大器,1,0,False
音高,1,0,False
韵书,1,0,False
韵事,1,0,False
韵头,1,0,False
韵尾,1,0,False
韵律体操,1,0,False
韵律操,1,0,False
韵文,1,0,False
韵母,1,0,False
韵白,1,0,False
韵目,1,0,False
韵脚,1,0,False
韵腹,1,0,False
韵语,1,0,False
韵调,1,0,False
韵部,1,0,False
韶,1,0,False
韶光,1,0,False
韶华,1,0,False
韶秀,1,0,False
韶脑,1,0,False
頞,1,0,False
頞蹙,1,0,False
頳,1,0,False
顑,1,0,False
顑颔,1,0,False
页子,1,0,False
页岩,1,0,False
页心,1,0,False
页码,1,0,False
顶丁,1,0,False
顶个,1,0,False
顶事,1,0,False
顶代,1,0,False
顶价,1,0,False
顶债,1,0,False
顶凌,1,0,False
顶凶,1,0,False
顶刮刮,1,0,False
顶包,1,0,False
顶叶,1,0,False
顶号,1,0,False
顶名,1,0,False
顶呱呱,1,0,False
顶命,1,0,False
顶嘴,1,0,False
顶壳儿,1,0,False
顶大,1,0,False
顶天,1,0,False
顶天立地,1,0,False
顶头,1,0,False
顶头上司,1,0,False
顶头风,1,0,False
顶子,1,0,False
顶家,1,0,False
顶对,1,0,False
顶层设计,1,0,False
顶岗,1,0,False
顶巅,1,0,False
顶带,1,0,False
顶帮,1,0,False
顶心,1,0,False
顶戗,1,0,False
顶戴,1,0,False
顶手,1,0,False
顶托,1,0,False
顶批,1,0,False
顶承,1,0,False
顶拖,1,0,False
顶括括,1,0,False
顶挡,1,0,False
顶换,1,0,False
顶推船,1,0,False
顶撞,1,0,False
顶数,1,0,False
顶替,1,0,False
顶期,1,0,False
顶杠,1,0,False
顶板,1,0,False
顶柱子,1,0,False
顶格,1,0,False
顶梁柱,1,0,False
顶棚,1,0,False
顶楼,1,0,False
顶槅,1,0,False
顶水,1,0,False
顶注,1,0,False
顶火,1,0,False
顶灯,1,0,False
顶牛,1,0,False
顶牛儿,1,0,False
顶珠,1,0,False
顶班,1,0,False
顶球,1,0,False
顶生,1,0,False
顶用,1,0,False
顶盘,1,0,False
顶真,1,0,False
顶真续麻,1,0,False
顶碰,1,0,False
顶礼,1,0,False
顶礼膜拜,1,0,False
顶祝,1,0,False
顶租,1,0,False
顶箱,1,0,False
顶篷,1,0,False
顶线,1,0,False
顶缸,1,0,False
顶罪,1,0,False
顶翎,1,0,False
顶职,1,0,False
顶膛火,1,0,False
顶芽,1,0,False
顶药,1,0,False
顶补,1,0,False
顶视图,1,0,False
顶角,1,0,False
顶证,1,0,False
顶账,1,0,False
顶费,1,0,False
顶趟,1,0,False
顶针,1,0,False
顶针续麻,1,0,False
顶门,1,0,False
顶门儿,1,0,False
顶门子,1,0,False
顶门户,1,0,False
顶门杈,1,0,False
顶门杠,1,0,False
顶门杠子,1,0,False
顶门火,1,0,False
顶门立户,1,0,False
顶颠,1,0,False
顶风冒雪,1,0,False
顶首,1,0,False
顶香请愿,1,0,False
顶马,1,0,False
顶骨,1,0,False
顷,1,0,False
顷刻,1,0,False
顷岁,1,0,False
顷来,1,0,False
顷间,1,0,False
顸,1,0,False
顸实,1,0,False
项圈,1,0,False
项坠,1,0,False
项巾,1,0,False
项庄之剑志在沛公,1,0,False
项庄舞剑意在沛公,1,0,False
项庄舞剑，意在沛公,1,0,False
项珠,1,0,False
项眼,1,0,False
项窝,1,0,False
项背,1,0,False
项背相望,1,0,False
项链,1,0,False
项颈,1,0,False
顺之者兴逆之者亡,1,0,False
顺之者昌逆之者亡,1,0,False
顺乎,1,0,False
顺产,1,0,False
顺从,1,0,False
顺价,1,0,False
顺便,1,0,False
顺俯,1,0,False
顺候,1,0,False
顺劲,1,0,False
顺受,1,0,False
顺变,1,0,False
顺叙,1,0,False
顺口开河,1,0,False
顺口搭音,1,0,False
顺口溜,1,0,False
顺和,1,0,False
顺嘴,1,0,False
顺嘴溜,1,0,False
顺坡下驴,1,0,False
顺坡骑驴,1,0,False
顺坦,1,0,False
顺境,1,0,False
顺天,1,0,False
顺天应人,1,0,False
顺天游,1,0,False
顺导,1,0,False
顺带,1,0,False
顺当,1,0,False
顺心,1,0,False
顺情,1,0,False
顺意,1,0,False
顺我者昌逆我者亡,1,0,False
顺我者生逆我者死,1,0,False
顺手,1,0,False
顺手牵羊,1,0,False
顺承,1,0,False
顺拢,1,0,False
顺接,1,0,False
顺数,1,0,False
顺时,1,0,False
顺时针,1,0,False
顺星,1,0,False
顺服,1,0,False
顺杆儿爬,1,0,False
顺杆爬,1,0,False
顺次,1,0,False
顺步,1,0,False
顺毛摸,1,0,False
顺毛摸驴,1,0,False
顺民,1,0,False
顺气,1,0,False
顺气丸,1,0,False
顺水人情,1,0,False
顺水推舟,1,0,False
顺水顺风,1,0,False
顺治,1,0,False
顺流,1,0,False
顺溜,1,0,False
顺溜溜,1,0,False
顺潮,1,0,False
顺熟,1,0,False
顺理,1,0,False
顺理成章,1,0,False
顺直,1,0,False
顺眼,1,0,False
顺祝,1,0,False
顺笔,1,0,False
顺筊,1,0,False
顺耳,1,0,False
顺脚,1,0,False
顺蔓摸瓜,1,0,False
顺藤摸瓜,1,0,False
顺言,1,0,False
顺访,1,0,False
顺说,1,0,False
顺请,1,0,False
顺路,1,0,False
顺轿,1,0,False
顺适,1,0,False
顺遂,1,0,False
顺道,1,0,False
顺随,1,0,False
顺非而泽,1,0,False
顺颂,1,0,False
顺风使舵,1,0,False
顺风倒,1,0,False
顺风吹火,1,0,False
顺风张帆,1,0,False
顺风扯帆,1,0,False
顺风旗,1,0,False
顺风机,1,0,False
顺风耳,1,0,False
顺风行船,1,0,False
顺风转舵,1,0,False
须发,1,0,False
须子,1,0,False
须弥世界,1,0,False
须弥山,1,0,False
须弥座,1,0,False
须得,1,0,False
须是,1,0,False
须根,1,0,False
须生,1,0,False
须眉,1,0,False
须眉如戟,1,0,False
须知,1,0,False
须臾,1,0,False
须要,1,0,False
须髯,1,0,False
须髯如戟,1,0,False
须鬓,1,0,False
须鲸,1,0,False
顼,1,0,False
顽,1,0,False
顽健,1,0,False
顽军,1,0,False
顽冥,1,0,False
顽凶,1,0,False
顽劣,1,0,False
顽匪,1,0,False
顽嚚,1,0,False
顽固,1,0,False
顽固不化,1,0,False
顽固派,1,0,False
顽家,1,0,False
顽山,1,0,False
顽廉懦立,1,0,False
顽忽,1,0,False
顽悍,1,0,False
顽意,1,0,False
顽愚,1,0,False
顽懦,1,0,False
顽抗,1,0,False
顽提,1,0,False
顽敌,1,0,False
顽旧,1,0,False
顽梗,1,0,False
顽梗不化,1,0,False
顽横,1,0,False
顽民,1,0,False
顽游,1,0,False
顽焰,1,0,False
顽然,1,0,False
顽狭短局,1,0,False
顽疾,1,0,False
顽瘴痼疾,1,0,False
顽癖,1,0,False
顽癣,1,0,False
顽皮,1,0,False
顽石,1,0,False
顽石点头,1,0,False
顽硬,1,0,False
顽童,1,0,False
顽腐,1,0,False
顽艳,1,0,False
顽谬,1,0,False
顽躯,1,0,False
顽迷,1,0,False
顽钝,1,0,False
顽铁,1,0,False
顽锢,1,0,False
顾三不顾四,1,0,False
顾不上,1,0,False
顾不及,1,0,False
顾不得,1,0,False
顾主,1,0,False
顾全,1,0,False
顾全大局,1,0,False
顾前不顾后,1,0,False
顾及,1,0,False
顾名思义,1,0,False
顾后,1,0,False
顾命,1,0,False
顾嘴,1,0,False
顾头不顾尾,1,0,False
顾客盈门,1,0,False
顾家,1,0,False
顾小失大,1,0,False
顾左右而言他,1,0,False
顾影,1,0,False
顾影弄姿,1,0,False
顾影自怜,1,0,False
顾忌,1,0,False
顾念,1,0,False
顾怜,1,0,False
顾思,1,0,False
顾恋,1,0,False
顾恤,1,0,False
顾惜,1,0,False
顾曲,1,0,False
顾曲周郎,1,0,False
顾望,1,0,False
顾本,1,0,False
顾此失彼,1,0,False
顾犬补牢,1,0,False
顾盼,1,0,False
顾盼多姿,1,0,False
顾盼生姿,1,0,False
顾盼神飞,1,0,False
顾盼自豪,1,0,False
顾盼自雄,1,0,False
顾眄,1,0,False
顾瞻,1,0,False
顾累,1,0,False
顾绣,1,0,False
顾脸,1,0,False
顾自,1,0,False
顾藉,1,0,False
顾虑重重,1,0,False
顾计,1,0,False
顾赡,1,0,False
顿了,1,0,False
顿兵,1,0,False
顿刻,1,0,False
顿号,1,0,False
顿宕,1,0,False
顿开,1,0,False
顿开茅塞,1,0,False
顿悟,1,0,False
顿折,1,0,False
顿挫,1,0,False
顿挫抑扬,1,0,False
顿挫疗法,1,0,False
顿教,1,0,False
顿断,1,0,False
顿时,1,0,False
顿歇,1,0,False
顿河马,1,0,False
顿法,1,0,False
顿然,1,0,False
顿笔,1,0,False
顿脚,1,0,False
顿脚捶胸,1,0,False
顿觉,1,0,False
顿足,1,0,False
顿足不前,1,0,False
顿足捶胸,1,0,False
顿足搓手,1,0,False
顿足椎胸,1,0,False
顿逗,1,0,False
顿门,1,0,False
顿阻,1,0,False
顿首,1,0,False
颀,1,0,False
颀伟,1,0,False
颀秀,1,0,False
颀长,1,0,False
颁,1,0,False
颁定,1,0,False
颁授,1,0,False
颁白,1,0,False
颁示,1,0,False
颁行,1,0,False
颁赏,1,0,False
颁赐,1,0,False
颁赠,1,0,False
颂偈,1,0,False
颂古非今,1,0,False
颂声,1,0,False
颂声载道,1,0,False
颂德,1,0,False
颂扬,1,0,False
颂歌,1,0,False
颂祝,1,0,False
颂祷,1,0,False
颂美,1,0,False
颂词,1,0,False
颂诗,1,0,False
颂谀,1,0,False
颂辞,1,0,False
颃,1,0,False
预习,1,0,False
预亏,1,0,False
预产期,1,0,False
预付,1,0,False
预付款,1,0,False
预会,1,0,False
预借,1,0,False
预兆,1,0,False
预决,1,0,False
预决算,1,0,False
预分,1,0,False
预制板,1,0,False
预制构件,1,0,False
预卜,1,0,False
预后,1,0,False
预埋件,1,0,False
预备役,1,0,False
预备期,1,0,False
预备铃,1,0,False
预备队,1,0,False
预审,1,0,False
预展,1,0,False
预应力,1,0,False
预征,1,0,False
预感,1,0,False
预拟,1,0,False
预支,1,0,False
预收,1,0,False
预断,1,0,False
预早,1,0,False
预检,1,0,False
预祝,1,0,False
预科,1,0,False
预筹,1,0,False
预算赤字,1,0,False
预考,1,0,False
预行,1,0,False
预裂爆破,1,0,False
预觉,1,0,False
预言家,1,0,False
预警卫星,1,0,False
预警机,1,0,False
预警飞机,1,0,False
预许,1,0,False
预设,1,0,False
预诊,1,0,False
预购,1,0,False
预选赛,1,0,False
预闻,1,0,False
预防医学,1,0,False
预防针,1,0,False
颅内压,1,0,False
颅脑,1,0,False
颅腔,1,0,False
颅骨,1,0,False
领东,1,0,False
领主,1,0,False
领事裁判权,1,0,False
领事馆,1,0,False
领位,1,0,False
领位员,1,0,False
领养,1,0,False
领受,1,0,False
领口,1,0,False
领命,1,0,False
领唱,1,0,False
领圈,1,0,False
领地,1,0,False
领墒,1,0,False
领头羊,1,0,False
领头雁,1,0,False
领奏,1,0,False
领子,1,0,False
领字,1,0,False
领家,1,0,False
领导班子,1,0,False
领属,1,0,False
领工,1,0,False
领巾,1,0,False
领市面,1,0,False
领帅,1,0,False
领带,1,0,False
领带卡,1,0,False
领干,1,0,False
领异标新,1,0,False
领情,1,0,False
领扣,1,0,False
领承,1,0,False
领教,1,0,False
领料,1,0,False
领旗,1,0,False
领有,1,0,False
领条,1,0,False
领款,1,0,False
领水,1,0,False
领江,1,0,False
领洗,1,0,False
领海,1,0,False
领涨,1,0,False
领港,1,0,False
领港船,1,0,False
领牲,1,0,False
领率,1,0,False
领班,1,0,False
领空,1,0,False
领窝,1,0,False
领章,1,0,False
领线,1,0,False
领结,1,0,False
领罪,1,0,False
领舞,1,0,False
领航员,1,0,False
领花,1,0,False
领褂,1,0,False
领解,1,0,False
领讲,1,0,False
领诺,1,0,False
领读,1,0,False
领赏,1,0,False
领跌,1,0,False
领路,1,0,False
领道,1,0,False
领钩,1,0,False
领陆,1,0,False
领青,1,0,False
领颚,1,0,False
领首,1,0,False
颇为,1,0,False
颇极,1,0,False
颇激,1,0,False
颇颇,1,0,False
颈,1,0,False
颈嗓,1,0,False
颈圈,1,0,False
颈子,1,0,False
颈椎,1,0,False
颈椎病,1,0,False
颈窝,1,0,False
颈联,1,0,False
颈脖,1,0,False
颈脖子,1,0,False
颈项,1,0,False
颈饰,1,0,False
颉,1,0,False
颉颃,1,0,False
颊上添毫,1,0,False
颊嗛,1,0,False
颊囊,1,0,False
颊腮,1,0,False
颋,1,0,False
颌,1,0,False
颌骨,1,0,False
颍,1,0,False
颎,1,0,False
颏,1,0,False
颐,1,0,False
颐使,1,0,False
颐养,1,0,False
颐养天年,1,0,False
颐指,1,0,False
颐指气使,1,0,False
颐龄,1,0,False
频密,1,0,False
频带,1,0,False
频年,1,0,False
频数,1,0,False
频段,1,0,False
频率调制,1,0,False
频谱,1,0,False
频送,1,0,False
颓,1,0,False
颓丧,1,0,False
颓乏,1,0,False
颓伤,1,0,False
颓俗,1,0,False
颓倒,1,0,False
颓唐,1,0,False
颓圮,1,0,False
颓坏,1,0,False
颓坠,1,0,False
颓垣,1,0,False
颓垣断壁,1,0,False
颓垣败壁,1,0,False
颓塌,1,0,False
颓市,1,0,False
颓废,1,0,False
颓态,1,0,False
颓惫,1,0,False
颓放,1,0,False
颓敝,1,0,False
颓景,1,0,False
颓暮,1,0,False
颓朽,1,0,False
颓残,1,0,False
颓毁,1,0,False
颓然,1,0,False
颓累,1,0,False
颓纵,1,0,False
颓老,1,0,False
颓萎,1,0,False
颓落,1,0,False
颓衰,1,0,False
颓败,1,0,False
颓运,1,0,False
颓阳,1,0,False
颓隳,1,0,False
颓零,1,0,False
颓靡,1,0,False
颓风,1,0,False
颓龄,1,0,False
颔,1,0,False
颔联,1,0,False
颔首,1,0,False
颖异,1,0,False
颖悟,1,0,False
颖慧,1,0,False
颖敏,1,0,False
颖果,1,0,False
颖脱而出,1,0,False
颗子,1,0,False
颗粒,1,0,False
颗粒饲料,1,0,False
题主,1,0,False
题写,1,0,False
题刻,1,0,False
题叙,1,0,False
题句,1,0,False
题名,1,0,False
题咏,1,0,False
题品,1,0,False
题型,1,0,False
题壁,1,0,False
题头,1,0,False
题字,1,0,False
题库,1,0,False
题意,1,0,False
题扇,1,0,False
题拂,1,0,False
题旌,1,0,False
题旨,1,0,False
题款,1,0,False
题海,1,0,False
题画,1,0,False
题画诗,1,0,False
题签,1,0,False
题纸,1,0,False
题缘,1,0,False
题署,1,0,False
题花,1,0,False
题要,1,0,False
题解,1,0,False
题记,1,0,False
题识,1,0,False
题词,1,0,False
题诗,1,0,False
题赞,1,0,False
题跋,1,0,False
题辞,1,0,False
题额,1,0,False
颙,1,0,False
颙望,1,0,False
颚,1,0,False
颚足,1,0,False
颚骨,1,0,False
颛,1,0,False
颛名,1,0,False
颛孙,1,0,False
颛家,1,0,False
颛愚,1,0,False
颛臾,1,0,False
颛门,1,0,False
颛顼,1,0,False
颜事仇,1,0,False
颜体,1,0,False
颜值,1,0,False
颜厚,1,0,False
颜字,1,0,False
颜容,1,0,False
颜料,1,0,False
颜貌,1,0,False
颜酡,1,0,False
颜面,1,0,False
额头,1,0,False
额定,1,0,False
额定负荷,1,0,False
额庆,1,0,False
额手,1,0,False
额手相庆,1,0,False
额手称庆,1,0,False
额数,1,0,False
额楼,1,0,False
额角,1,0,False
额角头,1,0,False
额门,1,0,False
额面,1,0,False
额颅,1,0,False
额题,1,0,False
额骨,1,0,False
颞,1,0,False
颞颥,1,0,False
颞骨,1,0,False
颟,1,0,False
颟顸,1,0,False
颠三倒四,1,0,False
颠东,1,0,False
颠乱,1,0,False
颠仆,1,0,False
颠倒是非,1,0,False
颠倒黑白,1,0,False
颠儿,1,0,False
颠动,1,0,False
颠危,1,0,False
颠坠,1,0,False
颠头播脑,1,0,False
颠子,1,0,False
颠懂,1,0,False
颠扑,1,0,False
颠扑不破,1,0,False
颠搭,1,0,False
颠播,1,0,False
颠末,1,0,False
颠来倒去,1,0,False
颠来播去,1,0,False
颠来簸去,1,0,False
颠沛,1,0,False
颠沛流离,1,0,False
颠狂,1,0,False
颠痴,1,0,False
颠算,1,0,False
颠翻,1,0,False
颠茄,1,0,False
颠草,1,0,False
颠荡,1,0,False
颠跌,1,0,False
颠跛,1,0,False
颠踬,1,0,False
颠蹶,1,0,False
颠达,1,0,False
颠连,1,0,False
颠顿,1,0,False
颠颠倒倒,1,0,False
颠驰,1,0,False
颠鸾倒凤,1,0,False
颡,1,0,False
颢,1,0,False
颢气,1,0,False
颣,1,0,False
颣节,1,0,False
颤凛,1,0,False
颤动,1,0,False
颤声,1,0,False
颤巍巍,1,0,False
颤悠,1,0,False
颤悠悠,1,0,False
颤悸,1,0,False
颤抖,1,0,False
颤抖抖,1,0,False
颤栗,1,0,False
颤涩,1,0,False
颤笔,1,0,False
颤索,1,0,False
颤震,1,0,False
颤音,1,0,False
颤颤,1,0,False
颤颤巍巍,1,0,False
颤颤微微,1,0,False
颤颤悠悠,1,0,False
颤颤波波,1,0,False
颤颤簸簸,1,0,False
颥,1,0,False
颦,1,0,False
颦眉,1,0,False
颦笑,1,0,False
颦蹙,1,0,False
颧,1,0,False
颧颊,1,0,False
颧骨,1,0,False
颬,1,0,False
颬颬,1,0,False
飇,1,0,False
风丝,1,0,False
风中之烛,1,0,False
风中灯,1,0,False
风中烛,1,0,False
风习,1,0,False
风云人物,1,0,False
风云变幻,1,0,False
风云叱咤,1,0,False
风云月露,1,0,False
风云榜,1,0,False
风云突变,1,0,False
风云际会,1,0,False
风从,1,0,False
风仙花,1,0,False
风仪,1,0,False
风传,1,0,False
风伯,1,0,False
风俗人情,1,0,False
风俗画,1,0,False
风信,1,0,False
风信子,1,0,False
风信旗,1,0,False
风信鸡,1,0,False
风候,1,0,False
风光旖旎,1,0,False
风光片,1,0,False
风凉,1,0,False
风凉人,1,0,False
风凉话,1,0,False
风刀霜剑,1,0,False
风前烛,1,0,False
风力发电,1,0,False
风力机,1,0,False
风动,1,0,False
风动工具,1,0,False
风势,1,0,False
风化,1,0,False
风化壳,1,0,False
风匣,1,0,False
风华,1,0,False
风华正茂,1,0,False
风卷残云,1,0,False
风压,1,0,False
风发,1,0,False
风变,1,0,False
风口浪尖,1,0,False
风向标,1,0,False
风向袋,1,0,False
风吹云散,1,0,False
风吹日晒,1,0,False
风吹浪打,1,0,False
风吹草动,1,0,False
风吹雨打,1,0,False
风吹雨淋,1,0,False
风吹马耳,1,0,False
风和日丽,1,0,False
风和日暖,1,0,False
风圈,1,0,False
风土人情,1,0,False
风土性植物,1,0,False
风土驯化,1,0,False
风墙,1,0,False
风声,1,0,False
风声鹤唳,1,0,False
风姨,1,0,False
风姿,1,0,False
风姿绰约,1,0,False
风媒花,1,0,False
风宪,1,0,False
风害,1,0,False
风寒,1,0,False
风尘,1,0,False
风尘仆仆,1,0,False
风帆,1,0,False
风帚,1,0,False
风帽,1,0,False
风平浪静,1,0,False
风度,1,0,False
风度翩翩,1,0,False
风快,1,0,False
风急浪高,1,0,False
风息,1,0,False
风戽,1,0,False
风扇,1,0,False
风挡,1,0,False
风操,1,0,False
风教,1,0,False
风斗,1,0,False
风旗,1,0,False
风日,1,0,False
风景区,1,0,False
风景如画,1,0,False
风景点,1,0,False
风景画,1,0,False
风景线,1,0,False
风暴潮,1,0,False
风月,1,0,False
风月场,1,0,False
风枪,1,0,False
风标,1,0,False
风桥,1,0,False
风樯,1,0,False
风水先生,1,0,False
风池,1,0,False
风油精,1,0,False
风泪眼,1,0,False
风泵,1,0,False
风洞,1,0,False
风派,1,0,False
风流,1,0,False
风流云散,1,0,False
风流人物,1,0,False
风流倜傥,1,0,False
风流债,1,0,False
风流儒雅,1,0,False
风流才子,1,0,False
风流潇洒,1,0,False
风流韵事,1,0,False
风涛,1,0,False
风清弊绝,1,0,False
风湿,1,0,False
风湿病,1,0,False
风源,1,0,False
风潇雨晦,1,0,False
风火,1,0,False
风火事,1,0,False
风火墙,1,0,False
风火性,1,0,False
风灯,1,0,False
风灾,1,0,False
风炉,1,0,False
风烛,1,0,False
风烛残年,1,0,False
风烟,1,0,False
风琴,1,0,False
风生水起,1,0,False
风生炉,1,0,False
风电场,1,0,False
风疙瘩,1,0,False
风疹,1,0,False
风疹块,1,0,False
风痧,1,0,False
风痹,1,0,False
风瘫,1,0,False
风磨,1,0,False
风神,1,0,False
风窗,1,0,False
风笛,1,0,False
风筝,1,0,False
风箱,1,0,False
风篷,1,0,False
风紧,1,0,False
风级,1,0,False
风纪,1,0,False
风纪扣,1,0,False
风羊,1,0,False
风耗,1,0,False
风肉,1,0,False
风胡辘,1,0,False
风能发电,1,0,False
风脉,1,0,False
风致,1,0,False
风色,1,0,False
风花雪月,1,0,False
风茄儿,1,0,False
风茄子,1,0,False
风菜,1,0,False
风萍浪迹,1,0,False
风蚀,1,0,False
风行,1,0,False
风行一世,1,0,False
风行一时,1,0,False
风行雷厉,1,0,False
风衣,1,0,False
风言风语,1,0,False
风评,1,0,False
风说,1,0,False
风调,1,0,False
风调雨顺,1,0,False
风谊,1,0,False
风谣,1,0,False
风起水涌,1,0,False
风起泉涌,1,0,False
风起潮涌,1,0,False
风趣,1,0,False
风车,1,0,False
风轮,1,0,False
风选,1,0,False
风道,1,0,False
风邪,1,0,False
风量,1,0,False
风钻,1,0,False
风铃,1,0,False
风铲,1,0,False
风锤,1,0,False
风镐,1,0,False
风镜,1,0,False
风门,1,0,False
风闸,1,0,False
风闻,1,0,False
风险资金,1,0,False
风障,1,0,False
风雅,1,0,False
风雨不透,1,0,False
风雨交加,1,0,False
风雨同舟,1,0,False
风雨如晦,1,0,False
风雨如磐,1,0,False
风雨操场,1,0,False
风雨无阻,1,0,False
风雨灯,1,0,False
风雨衣,1,0,False
风雨表,1,0,False
风雨飘摇,1,0,False
风雨飘零,1,0,False
风雪,1,0,False
风雪交加,1,0,False
风雷,1,0,False
风霜,1,0,False
风露,1,0,False
风靡,1,0,False
风靡一时,1,0,False
风韵,1,0,False
风领,1,0,False
风风火火,1,0,False
风风雨雨,1,0,False
风餐露宿,1,0,False
风马牛,1,0,False
风马牛不相及,1,0,False
风驰云卷,1,0,False
风驰电掣,1,0,False
风骚,1,0,False
风骨,1,0,False
风高放火月黑杀人,1,0,False
风魔,1,0,False
风鸟,1,0,False
风鸡,1,0,False
风鹤,1,0,False
飏,1,0,False
飐,1,0,False
飐拂,1,0,False
飐飐,1,0,False
飑,1,0,False
飑飑,1,0,False
飒俐,1,0,False
飒然,1,0,False
飒爽,1,0,False
飒飒,1,0,False
飓,1,0,False
飔,1,0,False
飕,1,0,False
飕飕,1,0,False
飕飗,1,0,False
飖,1,0,False
飗,1,0,False
飗飗,1,0,False
飘举,1,0,False
飘乡,1,0,False
飘动,1,0,False
飘卷,1,0,False
飘口,1,0,False
飘坠,1,0,False
飘垡,1,0,False
飘尘,1,0,False
飘展,1,0,False
飘布,1,0,False
飘带,1,0,False
飘忽,1,0,False
飘悠,1,0,False
飘拂,1,0,False
飘摇,1,0,False
飘散,1,0,False
飘曳,1,0,False
飘泊,1,0,False
飘泛,1,0,False
飘洋航海,1,0,False
飘洋过海,1,0,False
飘洒,1,0,False
飘流,1,0,False
飘浮,1,0,False
飘游,1,0,False
飘渺,1,0,False
飘溢,1,0,False
飘漾,1,0,False
飘然,1,0,False
飘移,1,0,False
飘窗,1,0,False
飘簸,1,0,False
飘红,1,0,False
飘绿,1,0,False
飘舞,1,0,False
飘色,1,0,False
飘花,1,0,False
飘荡,1,0,False
飘萍,1,0,False
飘萍浪迹,1,0,False
飘萧,1,0,False
飘落,1,0,False
飘蓬,1,0,False
飘蓬断梗,1,0,False
飘袅,1,0,False
飘轻,1,0,False
飘逝,1,0,False
飘速,1,0,False
飘逸,1,0,False
飘闪,1,0,False
飘降,1,0,False
飘零,1,0,False
飘飏,1,0,False
飘飐,1,0,False
飘飖,1,0,False
飘飘,1,0,False
飘飘欲仙,1,0,False
飘飘漾漾,1,0,False
飘飘然,1,0,False
飘飞,1,0,False
飙发,1,0,False
飙戏,1,0,False
飙歌,1,0,False
飙涨,1,0,False
飙红,1,0,False
飙起,1,0,False
飙车,1,0,False
飙轮,1,0,False
飙风,1,0,False
飙高,1,0,False
飚,1,0,False
飜,1,0,False
飞丁,1,0,False
飞临,1,0,False
